Instances,Source,feature_efferent_coupling,feature_cyclomatic_complexity,feature_ck_loc,feature_ck_tryCatchQty,feature_ck_maxNestedBlocksQty,feature_avg_radius,feature_avg_avg_shortest_path_length,feature_std_wmc,feature_per_methods_cc_ge_10,algo_MOSA_BranchCoverage,algo_DYNAMOSA_BranchCoverage,algo_MONOTONIC_GA_BranchCoverage,algo_RANDOM_SEARCH_BranchCoverage,algo_MIO_BranchCoverage,algo_WSA_BranchCoverage
heal_org.heal.servlet.upload.PreviewUploadAction,SF110-cc4,22,4.92307692307692,430,1,4,2.58333333333333,3.36853276866028,6.78795911072606,16.6666666666667,0.125,0.126050420168067,0.001680672268908,0,0.120168067226891,0.123529411764706
openjms_DurableSubscriber,SF110-cc5,0,8,65,3,3,3.5,5.12206906154275,0,100,0.310344827586207,0.310344827586207,0.048275862068966,0.027586206896552,0.310344827586207,0.310344827586207
freemind_freemind.modes.mindmapmode.actions.JoinNodesAction,SF110-cc3,5,3.6,60,0,2,2.25,1.16789215686275,3.3166247903554,0,0.033333333333333,0.033333333333333,0,0,0.033333333333333,0.033333333333333
Collections_org.apache.commons.collections4.trie.PatriciaTrie,Collections,4,1,9,0,0,1,0.5,0,0,1,1,1,1,1,1
vuze_com.aelitis.azureus.core.networkmanager.impl.http.HTTPMessageEncoder,SF110-cc3,5,3.33333333333333,32,0,1,1.66666666666667,0.658088235294118,3.5,0,1,1,0.75,1,0.765892002734108,1
Collections_org.apache.commons.collections4.map.TransformedSortedMap,Collections,2,1.1,42,0,1,1.1,0.52,0.3,0,1,1,0.872727272727273,1,1,1
wheelwebtool_wheel.components.CheckboxGroup,SF110-cc3,11,3.75,61,0,3,2.25,1.49486714975845,3.67423461417477,25,0.723214285714286,0.721428571428571,0.214285714285714,0.157142857142857,0.428571428571429,0.428571428571429
gangup_module.GameModule,SF110-cc5,23,5.25,484,10,4,3.5,5.01224705892351,5.59513677719817,41.6666666666667,0.005988023952096,0.005988023952096,0,0,0.005988023952096,0.005988023952096
Collections_org.apache.commons.collections4.map.ReferenceMap,Collections,2,1,26,0,0,1,0.5,0,0,0.714285714285714,0.714285714285714,0.257142857142857,0.4,0.714285714285714,0.714285714285714
vuze_com.aelitis.azureus.ui.swt.views.skin.SBC_LibraryTableView,SF110-cc4,55,4.4375,296,1,3,2.33333333333333,0.989139333225086,6.59197099755855,21.4285714285714,0.229737541041889,0.207777777777778,0,0.025,0.200952380952381,0.17
pdfsam_org.pdfsam.plugin.encrypt.listeners.EncryptionTypeComboActionListener,SF110-cc4,1,4,58,0,5,2.5,0.75,5.5,50,0.956521739130435,0.995169082125604,0.673913043478261,0.065217391304348,0.745341614906832,0.768115942028986
Collections_org.apache.commons.collections4.set.ListOrderedSet,Collections,8,1.78260869565217,163,0,3,1.72727272727273,0.686806760490971,1.22979538713352,0,0.962962962962963,0.962962962962963,0.537037037037037,0.581481481481482,0.962962962962963,0.962962962962963
vuze_com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Completion,SF110-cc3,22,3.71428571428571,99,0,1,2,0.810233918128655,3.41066753894666,14.2857142857143,0.466740576496674,0.357533028455285,0,0.165188470066519,0.28790978232363,0.456315331010453
jiggler_jigl.image.levelSetTool.LocalMedianSmooth,SF110-cc5,1,9.5,57,0,5,5,4.43647342995169,8,50,0.910714285714286,0.898412698412698,0.742857142857143,0.488888888888889,0.873015873015873,0.885714285714286
weka_weka.classifiers.rules.DecisionTableHashKey,SF110-cc3,5,3.85714285714286,114,0,4,2.14285714285714,1.6252298140456,3.49343407446785,14.2857142857143,0.898148148148148,0.898148148148148,0.62037037037037,0.425925925925926,0.861111111111111,0.864197530864197
Collections_org.apache.commons.collections4.iterators.AbstractListIteratorDecorator,Collections,0,1.09090909090909,40,0,1,1.18181818181818,0.522727272727273,0.287479787288034,0,1,1,1,1,1,1
sweethome3d_com.eteks.sweethome3d.viewcontroller.WallController,SF110-cc3,18,3.47368421052632,850,0,4,2.07547169811321,0.861305765562019,7.34522511306435,9.25925925925926,0.07125748502994,0.068862275449102,0,0,0.029940119760479,0.078592814371258
pdfsam_org.pdfsam.guiclient.commons.dnd.handlers.VisualListTransferHandler,SF110-cc3,10,3.625,126,4,5,1.57142857142857,4.89958452154168,3.68117106477861,14.2857142857143,0.320754716981132,0.320754716981132,0.006289308176101,0.047169811320755,0.290566037735849,0.29811320754717
netweaver_com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread2,SF110-cc3,8,3,292,0,1,1.29411764705882,0.667102347085192,7.5250610103757,5.55555555555556,0.970621468926553,0.970621468926553,0.572033898305085,0.386440677966102,0.970621468926553,0.971751412429379
weka_weka.attributeSelection.CfsSubsetEval,SF110-cc5,18,6.19230769230769,687,0,6,3.03846153846154,1.61277281412156,10.9603913029961,23.0769230769231,0.110119047619048,0.110119047619048,0,0.002083333333333,0.110119047619048,0.110119047619048
freemind_freemind.main.HtmlTools,SF110-cc3,3,3.96296296296296,455,4,6,2.34615384615385,2.323394146776,3.88518655359212,19.2307692307692,0.935195530726257,0.940782122905028,0.275977653631285,0.275977653631285,0.926256983240224,0.911731843575419
nutzenportfolio_ch.bfh.egov.nutzenportfolio.tag.CustomizingNavigation,SF110-cc4,2,4.92307692307692,174,1,5,2.16666666666667,1.68517183978641,6.03707553304872,27.2727272727273,0.196428571428571,0.196428571428571,0.011607142857143,0.002678571428571,0.196428571428571,0.196428571428571
weka_weka.classifiers.evaluation.ThresholdCurve,SF110-cc4,14,4.23076923076923,274,1,3,2.30769230769231,1.99902352801336,3.93964888452427,8.33333333333333,0.367576243980738,0.345505617977528,0.01123595505618,0.01685393258427,0.369181380417335,0.367576243980738
jiprof_org.objectweb.asm.jip.commons.LocalVariablesSorter,SF110-cc3,5,3.66666666666667,179,0,2,2.09090909090909,0.857757550939369,4.77251081760243,18.1818181818182,0.917241379310345,0.917241379310345,0.395402298850575,0.202298850574713,0.908045977011494,0.919540229885058
vuze_com.aelitis.azureus.ui.swt.views.skin.ToolBarView,SF110-cc4,66,4.83870967741936,862,5,6,2.55172413793103,3.43334618830245,8.08374534331149,17.8571428571429,0.084517576664174,0.088350785340314,0.00163612565445,0.00261780104712,0.091361256544503,0.086013462976814
Collections_org.apache.commons.collections4.splitmap.TransformedSplitMap,Collections,4,1.36363636363636,55,0,1,1.36363636363636,0.577039627039627,0.77138921583987,0,0.894736842105263,0.894736842105263,0.68421052631579,0.694736842105263,0.894736842105263,0.715789473684211
vuze_org.gudy.azureus2.ui.swt.MenuBuildUtils,SF110-cc5,19,6.25,142,0,4,3,2.51212121212121,8.5,50,0.13307240704501,0.097847358121331,0,0,0.128767123287671,0.090753424657534
heal_org.heal.module.oai.provider.verb.ListIdentifiers,SF110-cc4,10,4.33333333333333,46,0,3,2.66666666666667,1.45331465919701,3.55902608401044,0,0.532258064516129,0.512096774193548,0.124849059858548,0.165322580645161,0.52808703650839,0.555555555555555
wheelwebtool_wheel.asm.FieldWriter,SF110-cc5,7,5.66666666666667,136,0,1,3.33333333333333,1.26656763715587,10.1324561023804,33.3333333333333,0.995689655172414,1,0.870689655172414,0.591379310344828,1,1
vuze_org.gudy.azureus2.ui.swt.components.graphics.BackGroundGraphic,SF110-cc3,12,3.16666666666667,51,0,2,1.66666666666667,0.738888888888889,4.01732359773132,16.6666666666667,0.155597014925373,0.466666666666667,0.044444444444445,0,0.213636363636364,0.4
Collections_org.apache.commons.collections4.SetUtils,Collections,19,1.625,174,0,2,1.56521739130435,0.64789871963785,1.15851413864993,0,0.939285714285714,0.926785714285714,0.153571428571429,0.1375,0.853571428571429,0.858928571428571
vuze_org.gudy.azureus2.ui.swt.views.table.impl.TableViewSWT_Common,SF110-cc5,73,6.16129032258065,789,8,5,2.66666666666667,2.2368096555164,7.53281709145611,23.3333333333333,0.208395294273157,0.137404580152672,0.001696352841391,0,0.141539440203562,0.141454829770716
byuic_com.yahoo.platform.yui.compressor.CssCompressor,SF110-cc3,0,3.66666666666667,236,0,4,5.33333333333333,3.32817052228817,10.9848380355227,33.3333333333333,0.518421052631579,0.505263157894737,0.1,0.244736842105263,0.518421052631579,0.528947368421053
weka_weka.core.stemmers.LovinsStemmer,SF110-cc5,7,16.1818181818182,724,1,6,3.5,2.03475668269012,42.5492655635794,20,0.694509345794393,0.709241952232606,0.311039719626168,0.259086188992731,0.683411214953271,0.708722741433022
lilith_de.huxhorn.lilith.swing.table.tooltips.ThreadTooltipGenerator,SF110-cc5,4,7,52,0,6,2.5,1.1501976284585,0,100,0.08,0.08,0,0.012,0.08,0.08
weka_weka.estimators.UnivariateEqualFrequencyHistogramEstimator,SF110-cc4,6,4.875,387,0,4,2.86666666666667,1.58564208880066,7.32343178170074,7.14285714285714,0.590579710144927,0.605475040257649,0.139130434782609,0.134057971014493,0.613043478260869,0.615136876006441
Collections_org.apache.commons.collections4.list.FixedSizeList,Collections,4,1,78,0,0,1,0.5,0,0,0.916666666666667,0.891666666666667,0.516666666666667,0.566666666666667,0.916666666666667,0.916666666666667
openhre_com.browsersoft.openhre.hl7.impl.parser.HL7ParserImpl,SF110-cc5,3,8,210,0,3,2.28571428571429,1.11787858502144,15.8603600340019,28.5714285714286,0.083969465648855,0.083969465648855,0.004240882103478,0,0.083969465648855,0.083969465648855
Collections_org.apache.commons.collections4.iterators.ObjectArrayIterator,Collections,1,1.6,55,0,1,1.4,0.545559947299078,1.2,0,0.989473684210526,1,1,1,1,1
Collections_org.apache.commons.collections4.functors.PredicateTransformer,Collections,2,1.2,20,0,1,1.5,0.5625,0.433012701892219,0,1,1,1,1,1,1
Collections_org.apache.commons.collections4.functors.UniquePredicate,Collections,1,1,13,0,0,1,0.5,0,0,1,1,1,1,1,1
vuze_org.gudy.azureus2.ui.swt.components.graphics.ScaledGraphic,SF110-cc5,13,5.5,56,1,4,2,4.64441069683005,7.11951543294907,25,0.105263157894737,0.105263157894737,0,0,0.105263157894737,0.105263157894737
jipa_jipa.Main,SF110-cc3,4,3.5,241,2,4,2.15384615384615,2.03330947139861,10.571187255933,8.33333333333333,0.865671641791045,0.816417910447761,0.229850746268657,0.314925373134328,0.761194029850746,0.823880597014925
jopenchart_de.progra.charting.test.ImageFilter,SF110-cc3,0,3,33,0,2,2,0.971611721611722,1.63299316185545,0,1,1,1,0.986666666666667,1,1
Collections_org.apache.commons.collections4.map.LRUMap,Collections,5,1.74074074074074,165,1,4,1.48,0.955947964495103,1.89060836769544,0,0.83728813559322,0.694915254237288,0.261016949152542,0.111864406779661,0.759322033898305,0.698305084745763
fixsuite_org.fixsuite.message.Library,SF110-cc3,4,3,95,0,4,3.33333333333333,1.59825336700337,2.68741924943285,0,0.297142857142857,0.462857142857143,0.057142857142857,0.028571428571429,0.582857142857143,0.564285714285714
pdfsam_org.pdfsam.i18n.GettextResource,SF110-cc5,0,5.33333333333333,113,8,8,3,4.6228265241741,15.5,50,0.265151515151515,0.269360269360269,0.093939393939394,0.094276094276094,0.25,0.272727272727273
summa_dk.statsbiblioteket.summa.common.lucene.analysis.RuleParser,SF110-cc4,0,4.625,98,1,5,1.71428571428571,6.58848915060095,12.0887918705257,16.6666666666667,0.833333333333333,0.805212620027435,0.320987654320988,0.407407407407407,0.481481481481481,0.829903978052126
freemind_freemind.controller.MindMapNodesSelection,SF110-cc3,0,3.42857142857143,102,1,1,1.66666666666667,0.747076023391813,6.17433793856409,28.5714285714286,0.967857142857143,0.971428571428571,0.871428571428571,0.864285714285714,0.807142857142857,0.946428571428571
summa_dk.statsbiblioteket.summa.plugins.Normalize,SF110-cc4,1,4.25,41,0,2,2.66666666666667,1.74920634920635,1.5,0,0.933333333333334,0.933333333333334,0.736363636363636,0.863333333333333,0.933333333333333,0.92962962962963
freemind_accessories.plugins.ChangeNodeLevelAction,SF110-cc5,9,7,97,0,4,3,1.29132653061225,7.78888096369862,33.3333333333333,0.020348837209302,0.02249273255814,0,0,0.020671834625323,0.023255813953488
Collections_org.apache.commons.collections4.functors.ClosureTransformer,Collections,2,1.25,21,0,1,1.5,0.5625,0.433012701892219,0,1,1,1,1,1,1
Collections_org.apache.commons.collections4.comparators.BooleanComparator,Collections,0,1.63636363636364,36,0,0,1.44444444444444,0.630687830687831,0.816496580927726,0,1,1,1,1,1,1
vuze_org.bouncycastle.math.ec.IntArray,SF110-cc3,2,3.73913043478261,321,0,3,2.43478260869565,1.08603594896501,2.72910518721308,4.34782608695652,1,1,0.926691729323308,0.969924812030075,1,1
Collections_org.apache.commons.collections4.ClosureUtils,Collections,13,1.11764705882353,65,0,1,1.11764705882353,0.513903743315508,0.470588235294118,0,1,1,0.894736842105263,1,1,1
vuze_com.aelitis.azureus.core.metasearch.impl.web.CookieParser,SF110-cc3,0,3.66666666666667,33,0,3,2.66666666666667,1.23137254901961,1.5,0,1,1,1,1,1,1
Collections_org.apache.commons.collections4.comparators.FixedOrderComparator,Collections,2,3.66666666666667,101,0,2,2.5,0.758295593295593,2.7118566825455,8.33333333333333,0.843835616438356,0.846575342465753,0.23013698630137,0.263013698630137,0.843835616438356,0.843835616438356
vuze_org.gudy.azureus2.ui.swt.ImageRepository,SF110-cc5,23,6.88888888888889,226,6,6,2.375,5.71506194919025,11.4446315727827,28.5714285714286,0.265473236440978,0.266129032258064,0.026209677419355,0.015120967741936,0.36775746906229,0.265232974910394
jiggler_jigl.image.types.ComplexMIPMap,SF110-cc5,8,10.6666666666667,225,1,3,6,4.25316053135202,2.16024689946929,66.6666666666667,0.260869565217391,0.297101449275362,0,0.020703933747412,0.278260869565217,0.231884057971014
vuze_org.gudy.azureus2.ui.swt.views.tableitems.mytracker.PassiveItem,SF110-cc3,5,3.5,22,0,2,2,0.871794871794872,2.5,0,0.236363636363636,0.234702797202797,0.29073756432247,0.036363636363636,0.34688995215311,0.454545454545455
Collections_org.apache.commons.collections4.map.AbstractOrderedMapDecorator,Collections,4,1,26,0,0,1,0.5,0,0,0.125,0.125,0,0,0.15,0
Collections_org.apache.commons.collections4.collection.AbstractCollectionDecorator,Collections,0,1.05555555555556,61,0,1,1.33333333333333,0.573148148148148,0.229061423645426,0,0.881818181818182,0.890909090909091,0.418181818181818,0.427272727272727,0.845454545454545,0.881818181818182
heal_org.heal.tag.download.DownloadFolderActionTagExtraInfo,SF110-cc3,0,3.5,14,0,2,1.5,0.75,0,0,1,1,0.963636363636364,0.818181818181818,1,1
jopenchart_de.progra.charting.render.BarChartRenderer,SF110-cc3,5,3.33333333333333,58,0,3,2,0.992105263157895,3.29983164553722,0,0.90625,0.859375,0.28125,0.3125,0.458333333333333,0.6875
Collections_org.apache.commons.collections4.map.AbstractIterableMap,Collections,3,1,5,0,0,1,0.5,0,0,1,1,1,0.8,0.9,0.8
noen_fi.vtt.noen.testgen.model.invariants.GuardAnalyser,SF110-cc3,8,3.44444444444444,172,1,5,3,2.07991072347368,2.78107443266087,0,0.986486486486486,0.986486486486486,0.57027027027027,0.481081081081081,0.983783783783784,0.986486486486486
corina_corina.editor.DecadalModel,SF110-cc3,7,3.66666666666667,172,2,4,2.14285714285714,0.80502462426061,4.80274156400407,7.14285714285714,0.861855670103093,0.863917525773196,0.290721649484536,0.317525773195876,0.835051546391753,0.857731958762886
vuze_org.gudy.azureus2.ui.swt.views.table.impl.TableViewSWT_PaintItem,SF110-cc5,32,19.75,307,1,7,3.5,13.6968230818051,20.2777587518937,75,0.073375262054507,0.071877807726864,0.003430531732419,0,0.071278825995807,0.073375262054507
vuze_org.gudy.azureus2.ui.swt.views.tableitems.tracker.UpdateInItem,SF110-cc3,6,3,29,0,2,1.66666666666667,0.705128205128205,2.82842712474619,0,0.5,0.625,0.142857142857143,0.428571428571429,0.521144278606965,0.5
corina_corina.site.CountryDialog,SF110-cc3,11,3,96,0,3,2.66666666666667,0.925631313131313,2.05480466765633,0,0.037037037037037,0.037037037037037,0,0,0.037037037037037,0.037037037037037
wheelwebtool_wheel.asm.ClassWriter,SF110-cc3,12,3.30555555555556,562,1,3,2.4,0.989553473181756,6.69830455791742,5.55555555555556,0.975574712643678,0.97816091954023,0.336781609195402,0.431034482758621,0.977011494252874,0.955172413793103
Collections_org.apache.commons.collections4.functors.ExceptionClosure,Collections,2,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.133333333333333,0.2,0.333333333333333,0.333333333333333
newzgrabber_Newzgrabber.OptionsPanel,SF110-cc5,7,5.5,289,4,4,1.8,9.11994550727401,5.46260011349907,40,0.634666666666667,0.62962962962963,0.213333333333333,0.077333333333333,0.518666666666667,0.644
tullibee_com.ib.client.ComboLeg,SF110-cc3,1,3.25,44,0,1,1.25,0.691666666666667,3.89711431702997,25,1,1,1,0.542857142857143,0.961904761904762,1
freemind_freemind.extensions.ImportWizard,SF110-cc3,2,3.16666666666667,111,2,5,2.6,6.04510637542901,2.71293199325011,0,0.029411764705882,0.029411764705882,0,0,0.023529411764706,0.029411764705882
vuze_com.aelitis.azureus.core.speedmanager.impl.SpeedManagerPingMapperImpl,SF110-cc4,13,4.78048780487805,961,2,6,2.275,2.35776318073017,6.97518334019883,14.6341463414634,0.621621621621622,0.597297297297297,0.144787644787645,0.172430967552919,0.627567567567567,0.547154145671095
lagoon_nu.staldal.lagoon.LagoonCLI,SF110-cc5,6,6.8,180,5,5,2.25,8.37927345563408,19.3275853524323,33.3333333333333,0.346153846153846,0.351923076923077,0.04,0.047692307692308,0.344615384615385,0.344615384615385
Collections_org.apache.commons.collections4.iterators.IteratorChain,Collections,1,1.71428571428571,86,0,2,1.64285714285714,0.720815826330532,1.03015750727543,0,0.935483870967742,0.935483870967742,0.645161290322581,0.716129032258064,0.935483870967742,0.935483870967742
netweaver_com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishTask,SF110-cc4,9,4,62,0,4,2.28571428571429,1.18067031690725,6.12825877028341,16.6666666666667,0.06,0.06,0.012,0,0.06,0.06
pdfsam_org.pdfsam.plugin.setviewer.listeners.RunButtonActionListener,SF110-cc5,15,7,107,1,3,2,12.4154984252545,9.74109279746831,33.3333333333333,0.051095993953137,0.040816326530612,0,0,0.040816326530612,0.040816326530612
vuze_com.aelitis.azureus.ui.swt.views.skin.sidebar.SideBarToolTips,SF110-cc5,23,6.16666666666667,158,3,2,2.66666666666667,1.80765109073933,5.37742193496723,16.6666666666667,0.015151515151515,0.015151515151515,0,0,0.015151515151515,0.012121212121212
Collections_org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,Collections,1,1.125,31,0,1,1.25,0.53125,0.330718913883074,0,1,1,1,1,1,1
vuze_com.aelitis.azureus.core.peermanager.messaging.bittorrent.ltep.LTMessageEncoder,SF110-cc4,10,4.16666666666667,87,1,4,2.4,6.2365689033189,3.31058907144937,20,0.853658536585366,0.853658536585366,0.276422764227642,0.375,0.810975609756098,0.685277696150455
byuic_com.yahoo.platform.yui.compressor.JavaScriptCompressor,SF110-cc5,9,6.78571428571429,965,0,6,2.48148148148148,1.74714204691893,15.8662698958565,21.4285714285714,0.300133689839572,0.303228362051891,0.07825311942959,0.034402852049911,0.281461675579323,0.306595365418895
Collections_org.apache.commons.collections4.functors.NullPredicate,Collections,1,1.2,16,0,0,1.25,0.566666666666667,0.433012701892219,0,0.25,0.25,0,0,0.25,0.25
freemind_accessories.plugins.ClonePasteAction,SF110-cc3,9,3.42857142857143,181,0,4,2.71428571428571,1.20796651282609,3.79580864445326,14.2857142857143,0.060254119515585,0.072463768115942,0.004830917874396,0,0.072463768115942,0.072463768115942
echodep_edu.uiuc.ndiipp.hubandspoke.utils.HaSNamespaceContext,SF110-cc4,0,4.5,25,0,7,1.5,0.731617647058824,3.29983164553722,0,1,1,1,1,1,1
gangup_module.Logger,SF110-cc4,13,4.28571428571429,121,4,8,1.83333333333333,5.19922369805778,7.24952105697718,33.3333333333333,0.017241379310345,0.017241379310345,0.001724137931034,0,0.017241379310345,0.017241379310345
weka_weka.classifiers.bayes.net.VaryNode,SF110-cc3,3,3.5,47,0,4,2,1.65142602495544,2.48746859276655,0,1,1,1,0.772727272727273,1,1
freemind_accessories.plugins.NewParentNode,SF110-cc3,8,3.25,72,0,4,2,0.75995670995671,2.59807621135332,0,0.043030303030303,0.036363636363636,0,0,0.045454545454546,0.045454545454546
Collections_org.apache.commons.collections4.list.NodeCachingLinkedList,Collections,2,1.42857142857143,85,0,1,1.42857142857143,0.585714285714286,0.494871659305394,0,0.9,0.9,0.48,0.66,0.9,0.92
lilith_de.huxhorn.lilith.swing.table.renderer.ThrowableRenderer,SF110-cc5,6,7.5,55,0,4,2.5,1.15118577075099,6,50,0.814814814814815,0.82010582010582,0.462962962962963,0.381481481481481,0.786008230452675,0.753086419753086
vuze_org.gudy.azureus2.ui.swt.pluginsimpl.BasicPluginViewImpl,SF110-cc4,32,4.14285714285714,280,0,2,2,0.778338001867414,4.3892261416392,14.2857142857143,0.289473684210526,0.231578947368421,0.020050125313283,0.030214424951267,0.289473684210526,0.304582961641392
apbsmem_jahuwaldt.plot.LinearAxisScale,SF110-cc3,4,3.22222222222222,122,0,3,1.66666666666667,1.16528678016881,5.89358761706314,25,0.975490196078431,0.984313725490196,0.952941176470588,0.843137254901961,0.984313725490196,0.980392156862745
jiprof_com.mentorgen.tools.profile.Controller,SF110-cc5,6,5.6,351,5,4,2,10.7068958568959,8.93322277432968,22.2222222222222,0.323076923076923,0.349450549450549,0.070769230769231,0.006153846153846,0.335384615384615,0.383076923076923
weka_weka.experiment.PairedStatsCorrected,SF110-cc4,5,4,49,0,2,2,0.841269841269841,4.24264068711929,33.3333333333333,0.994444444444444,1,0.995,1,0.995,1
pdfsam_org.pdfsam.guiclient.business.environment.Environment,SF110-cc3,13,3,84,2,5,1.5,9.92768823909632,3.41869858279434,0,0.041666666666667,0.041666666666667,0,0,0.041666666666667,0.041666666666667
weka_weka.core.Capabilities,SF110-cc4,17,4.48,781,1,6,2.16,1.18530620092769,9.15478017212866,10,0.781228433402346,0.889751552795031,0.262709914883828,0.205797101449275,0.755923625488843,0.82712215320911
weka_weka.gui.beans.Classifier,SF110-cc3,44,3.8375,1131,14,8,2.03076923076923,1.42571131602281,10.109389858622,10.7692307692308,0.356735159817352,0.393835616438356,0,0,0.315068493150685,0.285904830569575
vuze_com.aelitis.azureus.util.PlayUtils,SF110-cc3,37,3.8,374,11,3,2,1.56887744341753,3.18787874431711,8.69565217391304,0.213729653220099,0.095541401273885,0.104166666666667,0,0.467622080679405,0.095541401273885
Collections_org.apache.commons.collections4.set.PredicatedNavigableSet,Collections,2,1,48,0,0,1,0.5,0,0,1,1,1,1,1,1
vuze_org.gudy.azureus2.core3.disk.impl.DiskManagerUtil,SF110-cc5,33,5.1875,668,3,4,2.53846153846154,3.66831737593545,3.83999506903036,23.0769230769231,0.17697907188353,0.15997144739732,0.003980891719745,0.00796178343949,0.22341424755643,0.145942952090834
corina_corina.cross.UnitTests,SF110-cc3,5,3.33333333333333,68,4,2,4,3.68156362708602,3.85861230093007,33.3333333333333,0.8125,0.8125,0.78125,0.342021276595745,0.8125,0.8125
Collections_org.apache.commons.collections4.queue.CircularFifoQueue,Collections,2,1.66666666666667,200,0,2,1.95238095238095,0.697786340643483,1.16642368703961,0,0.851351351351351,0.848648648648648,0.45945945945946,0.324324324324324,0.82972972972973,0.848648648648648
jhandballmoves_visu.handball.moves.model.animation.AnimationModel,SF110-cc4,7,4.75,79,0,5,2.25,1.46787280701754,4.264680527308,25,0.940476190476191,0.944444444444444,0.375,0.555555555555556,0.894444444444444,0.938888888888889
Collections_org.apache.commons.collections4.iterators.PushbackIterator,Collections,0,1.66666666666667,30,0,1,1.66666666666667,0.612962962962963,0.74535599249993,0,1,1,1,0.945454545454546,1,1
caloriecount_com.lts.compare.CompareRecord,SF110-cc3,0,3,30,0,3,2,0.787435897435898,0.748331477354788,0,0.99047619047619,0.971428571428571,0.976190476190476,0.961904761904762,0.961904761904762,0.928571428571428
jiprof_com.mentorgen.tools.profile.output.ProfileTextDump,SF110-cc3,11,3.5,178,0,2,3.25,1.36384685915936,1.39970842444753,0,0.36734693877551,0.36734693877551,0.097959183673469,0.077551020408163,0.363265306122449,0.379591836734694
corina_corina.map.SiteRenderer,SF110-cc5,3,6.5,100,0,3,4,1.48777777777778,2.5,50,0.894444444444444,0.977777777777778,0.184444444444444,0.211111111111111,0.973333333333333,0.975555555555556
pdfsam_org.pdfsam.guiclient.commons.renderers.JPdfSelectionTableRenderer,SF110-cc5,4,5.6,97,0,3,2.2,0.940391156462585,9.2,20,0.08,0.08,0,0,0.08,0.08
jiprof_com.mentorgen.tools.util.profile.Client,SF110-cc5,1,8.66666666666667,54,0,1,1.66666666666667,0.90238416554206,11.5,50,1,1,0.858333333333333,0.991666666666667,1,1
Collections_org.apache.commons.collections4.collection.UnmodifiableBoundedCollection,Collections,5,1.5,63,0,2,1.30769230769231,0.573126873126873,1.59881613006358,0,0.333333333333333,0.425,0,0.083333333333333,0.383333333333333,0
pdfsam_org.pdfsam.plugin.encrypt.listeners.RunButtonActionListener,SF110-cc5,16,5.8,137,1,3,2.75,8.42955672413478,5.06828373317832,50,0.038265306122449,0.040816326530612,0,0.005633802816901,0.040816326530612,0.040816326530612
vuze_com.aelitis.azureus.core.proxy.impl.AEProxyAddressMapperImpl,SF110-cc3,5,3.28571428571429,113,4,4,2.16666666666667,4.55747353255598,1.80277563773199,0,0.702702702702703,0.702702702702703,0.405405405405405,0.140540540540541,0.162162162162162,0.45945945945946
freemind_freemind.controller.NodeDragListener,SF110-cc5,9,5,50,0,1,2.66666666666667,0.875146198830409,3.39934634239519,0,0.225806451612903,0.258064516129032,0.016129032258065,0.003225806451613,0.258064516129032,0.232258064516129
Collections_org.apache.commons.collections4.functors.OrPredicate,Collections,2,2,22,0,1,1.75,0.663194444444444,0.866025403784439,0,1,1,1,1,1,1
objectexplorer_de.paragon.explorer.model.AttributeModelComparator,SF110-cc3,1,3.66666666666667,24,0,3,1.5,0.842948717948718,4,0,1,1,0.952941176470588,0.4,0.988235294117647,1
vuze_org.gudy.azureus2.ui.swt.views.table.utils.TableColumnSWTUtils,SF110-cc3,0,3.66666666666667,38,0,1,2,0.771774521774522,0.5,0,0.647058823529412,0.647058823529412,0.317647058823529,0.215686274509804,0.647058823529412,0.647058823529412
vuze_org.gudy.azureus2.ui.swt.auth.AuthenticatorWindow,SF110-cc3,15,3.125,408,10,4,2.75,11.3179885037758,3.34477204006491,12.5,0.537634408602151,0.24221198156682,0.057347670250896,0.030913978494624,0.274193548387097,0.275985663082437
jdbacl_org.databene.jdbacl.model.xml.XMLModelImporter,SF110-cc4,31,4.23809523809524,255,2,7,2.9,1.69806214753456,3.2783379935571,10,0.027777777777778,0.028549382716049,0,0,0.027777777777778,0.031944444444445
noen_fi.vtt.noen.testgen.model.daikon.constraints.OneOfConstraint,SF110-cc3,3,3,151,0,3,2.6,1.54787144142407,1.18743420870379,0,0.910344827586207,0.903448275862069,0.198275862068966,0.003448275862069,0.834482758620689,0.900862068965517
jmca_com.soops.CEN4010.JMCA.JParser.ParseException,SF110-cc5,1,5.4,106,0,3,2.2,1.37964912280702,5.23067873224881,40,0.856382978723404,0.858156028368794,0.595744680851064,0.54468085106383,0.853191489361702,0.865957446808511
schemaspy_net.sourceforge.schemaspy.view.DotNode,SF110-cc5,7,5.42857142857143,122,0,6,2.85714285714286,1.30808871493803,10.0407333661746,14.2857142857143,0.065789473684211,0.065789473684211,0.002631578947368,0,0.065789473684211,0.065789473684211
Collections_org.apache.commons.collections4.functors.AnyPredicate,Collections,4,2.5,34,0,2,1.75,0.723214285714286,0.866025403784439,0,1,1,1,1,1,1
ext4j_net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,SF110-cc3,8,3.5,25,0,1,1.5,0.686813186813187,2.5,0,1,1,1,1,1,1
