Instances,Source,feature_efferent_coupling,feature_cyclomatic_complexity,feature_ck_loc,feature_ck_tryCatchQty,feature_ck_maxNestedBlocksQty,feature_avg_radius,feature_avg_avg_shortest_path_length,feature_std_wmc,feature_per_methods_cc_ge_10,algo_MOSA_BranchCoverage,algo_DYNAMOSA_BranchCoverage,algo_MONOTONIC_GA_BranchCoverage,algo_RANDOM_SEARCH_BranchCoverage,algo_MIO_BranchCoverage,algo_WSA_BranchCoverage
pdfsam_org.pdfsam.plugin.unpack.listeners.RunButtonActionListener,SF110-cc4,13,4.5,67,1,3,2,5.23128833531518,5.09901951359278,33.3333333333333,0.068965517241379,0.068965517241379,0.009852216748768,0,0.068965517241379,0.068965517241379
jiprof_org.objectweb.asm.jip.Label,SF110-cc3,4,3.54545454545455,169,0,4,2.45454545454545,1.26493506493507,3.57678464961927,9.09090909090909,0.983333333333333,0.98,0.476666666666667,0.129166666666667,0.956666666666667,0.9875
heal_org.heal.module.oai.provider.verb.ListMetadataFormats,SF110-cc3,7,3.33333333333333,50,0,2,2,0.974562474562475,2.44948974278318,0,0.578947368421052,0.771929824561404,0.140350877192982,0.105263157894737,0.605263157894737,0.6
templateit_org.templateit.WorkbookParser,SF110-cc5,15,5,116,0,8,3,2.54312834224599,5.93295878967653,20,0.328042328042328,0.268518518518519,0.040740740740741,0.022222222222222,0.305555555555555,0.37037037037037
saxpath_org.saxpath.Axis,SF110-cc5,0,5.66666666666667,89,0,1,1.66666666666667,0.716386554621849,0,100,1,1,1,1,1,1
jopenchart_de.progra.charting.model.DefaultChartDataModelConstraints,SF110-cc3,3,3.33333333333333,63,0,3,1.66666666666667,0.662229437229437,1.6996731711976,0,0.993333333333333,0.94,0.726666666666667,0.346666666666667,0.9,0.953333333333333
inspirento_com.allenstudio.ir.ui.MainMenu,SF110-cc4,4,4,91,3,5,2.25,12.9487468604472,4.74341649025257,25,0.740740740740741,0.740740740740741,0.503703703703704,0.433333333333333,0.740740740740741,0.740740740740741
Collections_org.apache.commons.collections4.functors.NOPTransformer,Collections,1,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.266666666666667,0.2,0.333333333333333,0.333333333333333
wheelwebtool_wheel.enhance.WheelAnnotatedField,SF110-cc3,2,3.83333333333333,240,0,3,1.66666666666667,0.81781954887218,3.97562014729219,16.6666666666667,0.997849462365591,1,0.680645161290323,0.817204301075269,1,1
weka_weka.experiment.ResultMatrixLatex,SF110-cc3,4,3.53333333333333,214,0,6,2.2,1.25459118070431,5.25187797099497,13.3333333333333,0.995348837209302,0.996124031007752,0.953488372093023,0.872093023255814,1,0.988372093023256
nutzenportfolio_ch.bfh.egov.nutzenportfolio.service.nutzenkriterium.NutzenkriteriumDaoService,SF110-cc3,20,3,569,5,4,2.35483870967742,1.0859419109495,3.33951250184814,9.375,0.177070063694268,0.177070063694268,0.006369426751592,0.007643312101911,0.208917197452229,0.207006369426752
feudalismgame_src.Battle,SF110-cc5,11,33.5555555555556,1035,1,10,5.44444444444444,8.81998475029001,27.8407861778363,75,0.00507614213198,0.00507614213198,0,0,0.00507614213198,0.00507614213198
vuze_com.aelitis.azureus.plugins.startstoprules.defaultplugin.SeedingRankColumnListener,SF110-cc5,11,7.66666666666667,69,0,8,2.33333333333333,0.81043771043771,9.42809041582063,33.3333333333333,0.17626404494382,0.071428571428572,0.006802721088435,0.084249084249084,0.071428571428572,0.204081632653061
vuze_org.gudy.azureus2.ui.swt.OpenUrlWindow,SF110-cc3,21,3,133,0,1,3,1.10416666666667,2.82842712474619,0,0.04,0.554679245283019,0,0,0.52,0.04
Collections_org.apache.commons.collections4.map.TransformedMap,Collections,3,1.46153846153846,67,0,1,1.5,0.613888888888889,0.645497224367903,0,0.923809523809524,0.904761904761905,0.485714285714286,0.571428571428571,0.904761904761905,0.447619047619048
Collections_org.apache.commons.collections4.functors.ExceptionPredicate,Collections,2,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.066666666666667,0.2,0.333333333333333,0.333333333333333
lilith_de.huxhorn.lilith.conditions.EventContainsCondition,SF110-cc4,11,4.17647058823529,254,0,7,1.93333333333333,0.880697721001326,8.33039948355153,6.66666666666667,0.966194111232279,0.964376590330789,0.246819338422392,0.191687871077184,0.950381679389313,0.967769296013571
weka_weka.gui.visualize.ClassPanel,SF110-cc3,9,3.9047619047619,404,1,4,2.58823529411765,2.36009032419478,4.96980502009045,17.6470588235294,0.458904109589041,0.600456621004566,0.068493150684932,0,0.47945205479452,0.573630136986301
jiggler_jigl.image.levelSetTool.NoiseDetectImage,SF110-cc4,2,4,107,0,6,3.14285714285714,2.09972061862818,3.62530786869986,14.2857142857143,0.958730158730159,0.961111111111111,0.825396825396825,0.955555555555556,0.952380952380952,0.908641975308642
nutzenportfolio_ch.bfh.egov.nutzenportfolio.service.fragebogen.ProjektattraktivitaetDaoService,SF110-cc3,20,3,213,1,4,2.28571428571429,1.43584574180549,2.78107443266087,12.5,0.071428571428572,0.052380952380952,0,0,0.061904761904762,0.065476190476191
weka_weka.gui.ETable,SF110-cc4,0,4.09090909090909,154,0,3,2.36363636363636,0.999962371493472,2.73030134866931,9.09090909090909,0.225672877846791,0.186335403726708,0.014492753623188,0.004347826086957,0.226449275362319,0.33832142148104
weka_weka.experiment.ResultMatrixPlainText,SF110-cc4,3,4.35714285714286,249,0,6,2.28571428571429,1.43508382723719,6.93445994248128,7.14285714285714,0.983193277310924,0.981481481481482,0.903921568627451,0.923529411764706,0.9880174291939,0.983333333333333
weka_weka.classifiers.bayes.NaiveBayes,SF110-cc3,22,3.70833333333333,522,1,7,2.375,2.58560545530673,11.5549153200242,13.0434782608696,0.221698113207547,0.20377358490566,0,0.014150943396227,0.193396226415094,0.19811320754717
pdfsam_org.pdfsam.plugin.split.listeners.RunButtonActionListener,SF110-cc5,16,10.6666666666667,114,1,5,2,15.0238520467027,15,50,0.033898305084746,0.033898305084746,0,0,0.033898305084746,0.033898305084746
Collections_org.apache.commons.collections4.functors.ChainedClosure,Collections,3,2,41,0,1,1.83333333333333,0.672008547008547,1,0,1,1,1,1,1,1
vuze_org.gudy.azureus2.ui.swt.pluginsimpl.UIMessageImpl,SF110-cc3,5,3.25,72,0,1,1.66666666666667,0.6699604743083,8.01387685344754,33.3333333333333,0.068181818181818,0.068181818181818,0,0,0.068181818181818,0.068181818181818
pdfsam_org.pdfsam.guiclient.business.PagesWorker,SF110-cc5,5,5.33333333333333,52,0,4,2,0.877692307692308,6,50,0.788359788359788,0.777777777777778,0.292929292929293,0.267489711934156,0.787037037037037,0.740740740740741
lilith_de.huxhorn.lilith.swing.table.renderer.MethodRenderer,SF110-cc5,5,6.5,47,0,3,2.5,1.1297619047619,5,50,0.826086956521739,0.826086956521739,0.565217391304348,0.584541062801932,0.826086956521739,0.791304347826087
javathena_org.javathena.login.parse.FromAdmin,SF110-cc5,6,10,74,0,2,1.66666666666667,2.33491161616162,12.2565175405668,33.3333333333333,1,1,0.598214285714286,0.476785714285714,0.617857142857143,0.996428571428572
summa_org.apache.lucene.search.exposed.ExposedTimSort,SF110-cc5,1,11.3333333333333,429,0,4,3.29411764705882,1.69877194508607,7.66874752363871,29.4117647058824,0.550403225806452,0.624327956989247,0.007795698924731,0.01194743130227,0.106451612903226,0.569354838709677
vuze_com.aelitis.azureus.util.MapUtils,SF110-cc4,3,4,155,8,3,1.88888888888889,3.38223768467768,1.39194109070751,0,0.956166056166056,0.820700331414617,0.248351648351648,0.506313583500547,0.953846153846154,0.891403128121878
netweaver_com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread,SF110-cc3,8,3.08823529411765,277,0,1,1.3125,0.675040092469342,7.57208724132992,5.88235294117647,0.971098265895954,0.969942196531792,0.604624277456647,0.352601156069364,0.96878612716763,0.971098265895954
newzgrabber_Newzgrabber.BatchDriver,SF110-cc4,7,4.25,119,5,4,1.5,9.55992429325787,8.09320702811932,25,0.09375,0.090277777777778,0.00625,0,0.06875,0.05
vuze_org.gudy.azureus2.core3.util.Base32,SF110-cc4,0,4.75,58,0,4,3,2.46329713171818,1.5,50,0.967741935483871,0.967741935483871,0.774193548387097,0.935483870967742,0.967741935483871,0.967741935483871
vuze_org.gudy.azureus2.ui.swt.views.tableitems.peers.ClientIdentificationItem,SF110-cc3,5,3,34,0,1,2,0.714285714285714,2.82842712474619,0,0.214285714285714,0.214285714285714,0.333333333333333,0.285934819897084,0.11173001310616,0.214285714285714
Collections_org.apache.commons.collections4.set.AbstractNavigableSetDecorator,Collections,1,1,45,0,0,1,0.5,0,0,0.142857142857143,0.142857142857143,0.014285714285714,0.014285714285714,0.142857142857143,0.142857142857143
xbus_net.sf.xbus.base.core.config.PropertiesSource,SF110-cc3,4,3.66666666666667,113,1,3,3,3.12998458162842,3.38230690505755,20,0.361111111111111,0.361111111111111,0.033333333333333,0,0.361111111111111,0.361111111111111
javaviewcontrol_com.pmdesigns.jvc.tools.HtmlEncoder,SF110-cc5,0,6,40,0,3,2.5,1.69,0,100,0.904761904761905,0.904761904761905,0.742857142857143,0.747619047619048,0.904761904761905,0.904761904761905
jiggler_jigl.image.levelSetTool.LevelSetSmooth,SF110-cc5,3,7.71428571428571,196,0,6,4,3.52888923385446,6.13454587245254,42.8571428571429,0.275297619047619,0.284226190476191,0,0.028645833333333,0.272321428571429,0.234375
vuze_org.gudy.azureus2.ui.console.commands.Plugin,SF110-cc5,8,5.5,123,2,3,2.25,0.814070718877849,8.66025403784439,25,0.219269102990033,0.239202657807309,0.026162790697675,0.041055718475073,0.244186046511628,0.209302325581395
jhandballmoves_visu.handball.moves.views.PlayerToolBar,SF110-cc4,9,4,64,0,2,1.5,0.478021978021978,5,50,1,1,0.960869565217391,0.973913043478261,1,1
gsftp_mindbright.util.AWTConvenience,SF110-cc4,0,4,94,0,2,2,1.67671703296703,2.82842712474619,0,0.651162790697674,0.68733850129199,0.134883720930233,0.093023255813954,0.623255813953488,0.581395348837209
vuze_org.gudy.azureus2.ui.swt.views.table.impl.TableTooltips,SF110-cc5,15,11,107,3,3,4.5,2.79765411319167,11.5,50,0.13154035886594,0.020671834625323,0,0.025252525252525,0.020348837209302,0.02093023255814
vuze_org.gudy.azureus2.ui.swt.views.tableitems.peers.UpRatioItem,SF110-cc4,7,4,31,0,3,1.66666666666667,0.760233918128655,4.24264068711929,33.3333333333333,0.39,0.333888888888889,0.194202898550725,0,0.39375,0.358896551724138
Collections_org.apache.commons.collections4.functors.EqualPredicate,Collections,3,1.5,34,0,1,1.5,0.55,0.5,0,1,1,1,1,1,1
lilith_de.huxhorn.lilith.swing.table.tooltips.TimestampTooltipGenerator,SF110-cc3,4,3,29,0,3,2.5,0.872303921568627,2.5,0,0.181818181818182,0.181818181818182,0,0,0.181818181818182,0.181818181818182
openjms_org.exolab.jms.tools.migration.proxy.MessageHandlerFactory,SF110-cc4,8,4.66666666666667,46,0,1,1.66666666666667,0.759462759462759,0.5,0,1,1,0.943478260869565,0.626086956521739,0.969565217391304,1
jopenchart_de.progra.charting.ChartUtilities,SF110-cc3,0,3.15384615384615,133,0,3,2.30769230769231,1.16263494959147,2.71825107171668,8.33333333333333,0.983333333333333,0.983333333333333,0.838888888888889,0.876666666666667,0.983333333333333,0.983333333333333
freemind_freemind.modes.mindmapmode.actions.ApplyPatternAction,SF110-cc5,26,5.83333333333333,132,0,4,2.66666666666667,1.1001614205004,10.5475115548645,16.6666666666667,0.125,0.130434782608696,0,0.006587615283267,0.128985507246377,0.130434782608696
summa_dk.statsbiblioteket.summa.common.filter.object.MUXFilter,SF110-cc3,13,3.30769230769231,222,4,4,2.90909090909091,1.93971894707697,4.19562936698703,18.1818181818182,0.078571428571429,0.126984126984127,0,0,0.101190476190476,0.016666666666667
summa_dk.statsbiblioteket.summa.support.enrich.RelationResolver,SF110-cc3,22,3.85714285714286,174,2,3,3.83333333333333,2.38469435420334,4.01732359773132,33.3333333333333,0.085333333333333,0.082666666666667,0,0,0.04,0.106666666666667
xbus_net.sf.xbus.base.core.strings.XStringSupport,SF110-cc3,0,3.4,55,0,3,2.4,1.0247619047619,2.12132034355964,0,0.96,0.96,0.832,0.68,0.96,0.96
Collections_org.apache.commons.collections4.keyvalue.AbstractKeyValue,Collections,1,1,28,0,0,1,0.5,0,0,1,1,0.866666666666667,1,1,1
openjms_Browser,SF110-cc5,0,6.5,61,3,3,3,5.0529009257662,0,100,0.2,0.2,0.028,0.044,0.2,0.2
apbsmem_jahuwaldt.plot.PlotXAxis,SF110-cc4,6,4.4,103,0,5,2.4,1.19613756613757,5.79655069847578,20,0.883720930232558,0.895348837209302,0.558139534883721,0.383720930232558,0.82687338501292,0.867441860465116
pdfsam_org.pdfsam.plugin.merge.listeners.RunButtonActionListener,SF110-cc5,16,9.33333333333333,94,1,4,2,16.4485258341057,13,50,0.03921568627451,0.03921568627451,0.004357298474946,0.003921568627451,0.03921568627451,0.03921568627451
Collections_org.apache.commons.collections4.TrieUtils,Collections,2,1,7,0,0,1,0.5,0,0,1,1,1,1,0.8,1
vuze_org.gudy.azureus2.core3.ipchecker.natchecker.NatChecker,SF110-cc5,19,6.2,161,5,4,2,10.2342247202339,13.4233937586588,25,0.149717514124294,0.147699757869249,0,0.016949152542373,0.14406779661017,0.205673563724411
vuze_org.gudy.azureus2.core3.peer.impl.transport.PEPeerTransportProtocol,SF110-cc3,129,3.87064676616915,2956,33,27,2.15706806282722,1.85658521197657,5.70888061599895,10.3626943005181,0.014644351464435,0.0139470013947,0,0.051063829787234,0.012203626220363,0.0139470013947
netweaver_com.sap.netweaver.porta.core.nw7.LMUtilsImpl,SF110-cc3,9,3.42857142857143,72,0,3,2.14285714285714,1.20784215784216,6.02771377334171,16.6666666666667,0.733333333333333,0.781818181818182,0.390909090909091,0.339393939393939,0.696969696969697,0.787878787878788
caloriecount_com.lts.properties.PropertyWriter,SF110-cc4,0,4.16666666666667,85,0,3,2,1.31458171458171,7.54983443527075,25,0.858333333333333,0.871604938271605,0.568888888888889,0.586666666666667,0.855555555555556,0.86
Collections_org.apache.commons.collections4.functors.AllPredicate,Collections,4,2.5,34,0,2,1.75,0.723214285714286,0.866025403784439,0,1,1,1,1,1,1
weka_weka.classifiers.lazy.kstar.KStarNominalAttribute,SF110-cc5,9,5,364,3,5,2.90909090909091,2.27482574208036,5.85358546618373,27.2727272727273,0.2625,0.33030303030303,0.054545454545455,0.006363636363636,0.253636363636364,0.342727272727273
pdfsam_org.pdfsam.guiclient.commons.business.listeners.adapters.PdfSelectionMouseHeaderAdapter,SF110-cc4,2,4,21,0,2,2,1.06318681318681,3,0,0.076923076923077,0.076923076923077,0.009615384615385,0.010989010989011,0.076923076923077,0.076923076923077
vuze_com.aelitis.azureus.ui.swt.skin.SWTSkinButtonUtility,SF110-cc3,15,3,209,1,2,2.22222222222222,1.57063091229758,2.16595429884644,0,0.398058252427184,0.432038834951456,0,0.045307443365696,0.398058252427184,0.398058252427184
vuze_com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageFactory,SF110-cc3,23,3.33333333333333,149,1,3,2.8,4.18649907235622,5.38144961882948,20,0.657272727272727,0.738636363636364,0.67003367003367,0.681818181818182,0.863636363636364,0.829346092503987
httpanalyzer_httpanalyzer.HttpPreference,SF110-cc5,2,10.6666666666667,164,0,1,5.33333333333333,1.95593419506463,0.5,100,0.050847457627119,0.050847457627119,0,0.001694915254237,0.050847457627119,0.050847457627119
Collections_org.apache.commons.collections4.iterators.EntrySetMapIterator,Collections,2,1.55555555555556,56,0,1,2,0.622222222222222,0.496903994999953,0,1,1,1,1,1,1
lilith_de.huxhorn.lilith.swing.table.renderer.LevelRenderer,SF110-cc5,7,9.5,71,0,4,3,1.41502463054187,8,50,0.587755102040816,0.582857142857143,0.269387755102041,0.232142857142857,0.603174603174603,0.546031746031746
vuze_com.aelitis.azureus.core.speedmanager.impl.v2.LimitControlDropUploadFirst,SF110-cc3,7,3.5,146,0,3,2.4,0.883515928515929,1.98761597999981,0,0.75591494459419,0.952830188679245,0.33427003880637,0.69811320754717,0.943396226415094,0.854716981132076
Collections_org.apache.commons.collections4.functors.ExceptionTransformer,Collections,2,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.266666666666667,0.266666666666667,0.333333333333333,0.333333333333333
caloriecount_com.lts.util.ArraySorter,SF110-cc3,1,3.66666666666667,35,0,2,2.33333333333333,1.34771241830065,2.5,0,0.536842105263158,0.810526315789474,0.189473684210526,0.526315789473684,0.610526315789474,0.863157894736842
sweethome3d_com.eteks.sweethome3d.j3d.Wall3D,SF110-cc5,17,6.54545454545455,633,0,7,3.0952380952381,1.56472225416442,10.5872994238809,18.1818181818182,0.003533568904594,0.003140950137417,0,0,0.003533568904594,0.003533568904594
Collections_org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,Collections,1,2.41666666666667,69,0,2,2.14285714285714,0.908109483109483,3.80423740350444,16.6666666666667,1,1,1,0.983783783783784,1,1
Collections_org.apache.commons.collections4.functors.StringValueTransformer,Collections,1,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.133333333333333,0.133333333333333,0.333333333333333,0.333333333333333
Collections_org.apache.commons.collections4.functors.WhileClosure,Collections,2,1.66666666666667,37,0,1,1.5,0.599969474969475,0.942809041582063,0,1,1,1,1,1,1
vuze_org.gudy.azureus2.ui.swt.views.tableitems.mytracker.CategoryItem,SF110-cc3,12,3.5,34,0,3,2.5,0.882352941176471,3,0,0.153846153846154,0.118674089068826,0,0,0.153846153846154,0.395897435897436
Collections_org.apache.commons.collections4.SplitMapUtils,Collections,7,2.66666666666667,134,0,1,2.33333333333333,0.597293447293447,1.24721912892465,0,0.14,0.136,0.024,0,0.14,0
weka_weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,SF110-cc5,10,7.61111111111111,298,1,8,2.83333333333333,2.65834654302181,17.7165299233781,23.5294117647059,0.72378277153558,0.817311693716188,0.296712442779858,0.037078651685393,0.496878901373283,0.718031032637774
vuze_org.gudy.azureus2.ui.swt.views.tableitems.mytorrents.SeedToPeerRatioItem,SF110-cc4,7,4.25,63,0,4,2,0.95607553366174,6.59966329107444,33.3333333333333,0.266081871345029,0.25,0,0.05,0.2625,0.272154963680387
freemind_freemind.modes.common.actions.FindAction,SF110-cc3,13,3.52941176470588,273,1,4,2.2,1.27143064182195,4.48701831212369,13.3333333333333,0.018181818181818,0.009090909090909,0,0,0.018181818181818,0.018181818181818
apbsmem_jahuwaldt.plot.PlotYAxis,SF110-cc3,8,3.875,246,0,6,2.33333333333333,1.24692577953448,6.87386354243376,33.3333333333333,0.850694444444444,0.845690359477124,0.241666666666667,0.00625,0.708333333333333,0.783854166666667
corina_corina.graph.StandardPlot,SF110-cc3,9,3.8,139,4,4,2.2,1.74527900158314,6.44127316607517,10,0.086956521739131,0.086956521739131,0,0.021739130434783,0.086956521739131,0.086956521739131
Collections_org.apache.commons.collections4.collection.SynchronizedCollection,Collections,0,1.3,109,0,2,2.7,1.46640536330754,0.622494979899437,0,0.96875,0.96875,0.83125,0.79375,0.96875,0.96875
sweethome3d_com.eteks.sweethome3d.swing.UnfocusableToolBar,SF110-cc4,3,4.33333333333333,53,0,3,2.5,3.12037037037037,5,50,0.415384615384615,0.423076923076923,0.1,0.088461538461539,0.234615384615385,0.423076923076923
vuze_com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,SF110-cc4,32,4.125,300,1,4,3,1.79636079196128,7.03606231066114,33.3333333333333,0.242220501267249,0.027985074626866,0,0,0.029850746268657,0.026119402985075
Collections_org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator,Collections,3,1.125,57,0,1,1.4375,0.588541666666667,0.330718913883074,0,1,1,0.895238095238095,0.571428571428571,0.99047619047619,0.980952380952381
Collections_org.apache.commons.collections4.functors.PrototypeFactory,Collections,6,2,95,2,3,2,3.16170634920635,2,0,0.363636363636364,0.363636363636364,0.072727272727273,0.054545454545455,0.363636363636364,0.363636363636364
vuze_org.gudy.azureus2.ui.swt.mainwindow.SelectableSpeedMenu,SF110-cc5,19,6.77777777777778,264,1,4,4.25,2.14615980926171,7.38172039015075,28.5714285714286,0.125,0.2125,0,0.010110294117647,0.12484993997599,0.125
jopenchart_de.progra.charting.render.PieChartRenderer,SF110-cc3,4,3,45,0,3,2,1.43771929824561,2.82842712474619,0,0.142857142857143,0.142857142857143,0,0.107142857142857,0.342857142857143,0.142857142857143
Collections_org.apache.commons.collections4.map.UnmodifiableSortedMap,Collections,5,1.05882352941176,60,0,1,1.05882352941176,0.505882352941176,0.235294117647059,0,0.129411764705882,0.117647058823529,0,0,0.105882352941176,0
sweethome3d_com.eteks.sweethome3d.plugin.PluginManager,SF110-cc3,10,3,302,11,5,2.58333333333333,8.23233817059857,2.6809513236909,0,0.370093457943925,0.355140186915888,0.023364485981309,0.009345794392523,0.360747663551402,0.357476635514019
battlecry_bcry.battlecry,SF110-cc5,4,9.5,115,0,4,2.5,2.21089743589744,0,100,0.914285714285714,0.914285714285714,0.414285714285714,0.73968253968254,0.914285714285714,0.914285714285714
vuze_org.gudy.azureus2.core3.tracker.client.impl.bt.TRTrackerBTAnnouncerImpl,SF110-cc4,72,4.63013698630137,1853,34,9,2.22950819672131,6.98661197234938,18.9178353761042,17.741935483871,0.123915192941164,0.008898776418243,0,0.011278195488722,0.007044864664442,0.176475153271076
vuze_com.aelitis.azureus.ui.swt.utils.TorrentUIUtilsV3,SF110-cc4,46,4.3,288,3,4,2.28571428571429,2.12235428998027,7.82623792124926,33.3333333333333,0.077586206896552,0.081896551724138,0.003918495297806,0.007543103448276,0.077586206896552,0.077586206896552
Collections_org.apache.commons.collections4.bidimap.DualHashBidiMap,Collections,2,1,27,0,0,1,0.5,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.433333333333333,0.666666666666667,0.666666666666667
lilith_de.huxhorn.lilith.swing.table.tooltips.ThrowableTooltipGenerator,SF110-cc3,4,3,21,0,4,1.5,0.732142857142857,0,0,0.222222222222222,0.222222222222222,0.037037037037037,0.083333333333333,0.222222222222222,0.222222222222222
vuze_org.gudy.azureus2.platform.unix.PlatformManagerUnixPlugin,SF110-cc3,20,3.14285714285714,175,7,6,2.5,4.20249382411709,6.14491659829489,20,0.189450227418419,0.019607843137255,0,0.333333333333333,0.019607843137255,0.046455505279035
jiprof_org.objectweb.asm.jip.ClassReader,SF110-cc5,12,8.67857142857143,1326,0,9,2.32142857142857,1.36820299475563,43.8524165671119,14.2857142857143,0.498929008567931,0.502906976744186,0.004406364749082,0.028641370869033,0.480660954712362,0.477220182238542
shop_umd.cs.shop.JSListMethods,SF110-cc4,11,4.25,82,0,3,2.25,1.44791666666667,2.77263412660235,0,0.407407407407407,0.407407407407407,0.049382716049383,0.011111111111111,0.407407407407407,0.407407407407407
Collections_org.apache.commons.collections4.FunctorException,Collections,0,1,15,0,0,1,0.5,0,0,1,1,1,1,1,1
corina_corina.cross.Histogram,SF110-cc3,2,3.28571428571429,75,0,3,2.14285714285714,1.02808619951477,2.67261241912424,0,0.971428571428571,0.971428571428571,0.725714285714286,0.828571428571429,0.96,0.971428571428571
vuze_com.aelitis.azureus.core.content.RelatedContentManager,SF110-cc3,95,3.22549019607843,2818,33,12,2.3943661971831,6.97284623700046,7.1471938152879,19.1780821917808,0.012763431285248,0.011279311368359,0,0,0.007791629563669,0.01246660730187
classviewer_com.jstevh.tools.StringTools,SF110-cc4,1,4.8,58,0,3,2.6,1.22225108225108,1.4790199457749,0,0.846153846153846,0.846153846153846,0.525641025641026,0.582051282051282,0.846153846153846,0.846153846153846
vuze_org.gudy.azureus2.ui.swt.UIConfigDefaultsSWT,SF110-cc4,4,4,82,0,1,3,1.16727941176471,0,0,0.509557109557109,0.621245421245421,0.358974358974359,0.230769230769231,0.538461538461538,0.715237143808572
quickserver_org.quickserver.net.server.GhostSocketReaper,SF110-cc4,14,4.09090909090909,252,8,8,2.1,8.51605749739638,6.05122169075116,22.2222222222222,0.106707317073171,0.109756097560976,0.001219512195122,0.00609756097561,0.134146341463415,0.109756097560976
Collections_org.apache.commons.collections4.sequence.EditCommand,Collections,1,1,10,0,0,1,0.5,0,0,1,1,1,1,1,1
vuze_com.aelitis.azureus.core.speedmanager.impl.v2.PingSourceManager,SF110-cc4,5,4.33333333333333,159,0,2,2.33333333333333,0.996172596275795,3.07205143186113,0,0.720894383394383,0.749587912087912,0.53015873015873,0.35827664399093,0.749587912087912,0.634096459096459
Collections_org.apache.commons.collections4.FactoryUtils,Collections,5,1,22,0,0,1,0.5,0,0,1,1,1,1,1,1
shop_umd.cs.shop.JSListIfThenElse,SF110-cc3,10,3.33333333333333,86,0,3,2.33333333333333,1.11193528693529,2.05480466765633,0,0.627586206896552,0.620689655172414,0.027586206896552,0.206896551724138,0.620689655172414,0.620689655172414
vuze_com.aelitis.azureus.core.peermanager.piecepicker.util.BitFlags,SF110-cc3,2,3.14285714285714,118,0,3,1.71428571428571,0.847372079266489,3.96154989253201,14.2857142857143,0.713250517598344,0.922705314009662,0.599033816425121,0.234782608695652,0.901449275362319,0.746634248665141
echodep_edu.uiuc.ndiipp.hubandspoke.workflow.WorkflowManager,SF110-cc5,19,8.71428571428571,403,15,8,2.33333333333333,13.55867506463,20.3770022874372,33.3333333333333,0.17910447761194,0.188432835820896,0.024626865671642,0.017164179104478,0.126865671641791,0.126865671641791
lilith_de.huxhorn.lilith.swing.table.renderer.TimestampRenderer,SF110-cc5,6,7.5,59,0,3,3,1.34351478494624,6.5,50,0.831896551724138,0.857758620689655,0.357758620689655,0.448275862068966,0.812260536398467,0.82375478927203
schemaspy_net.sourceforge.schemaspy.util.PasswordReader,SF110-cc4,3,4.66666666666667,101,2,5,2,8.13533874671916,4.32049379893857,33.3333333333333,0.714285714285714,0.714285714285714,0.255102040816327,0.400793650793651,0.714285714285714,0.727678571428571
Collections_org.apache.commons.collections4.bidimap.UnmodifiableBidiMap,Collections,7,1.15384615384615,51,0,1,1.16666666666667,0.525,0.372677996249965,0,0.061538461538462,0.076923076923077,0,0.015384615384615,0.076923076923077,0
jiggler_jigl.image.ColorHistogram,SF110-cc5,1,5.75,98,2,4,3.25,13.4372947309587,4.264680527308,25,0.86046511627907,0.86046511627907,0.409302325581395,0.590697674418605,0.858139534883721,0.86046511627907
corina_corina.editor.SamplePrinter,SF110-cc5,12,8.33333333333333,210,1,4,7.25,4.25830522180595,7.3824115301167,37.5,0.503415300546448,0.512446873102611,0.104918032786885,0.044808743169399,0.512568306010929,0.510382513661202
sweethome3d_com.eteks.sweethome3d.applet.AppletContentManager,SF110-cc3,7,3.16666666666667,83,2,3,2,1.14196204897829,2.40947204913349,0,0.035714285714286,0.028571428571429,0,0,0.035714285714286,0.035714285714286
dom4j_org.dom4j.NodeHelper,SF110-cc3,10,3.08333333333333,71,0,1,1.90909090909091,0.707792207792208,0.51425947722658,0,0.6875,0.6875,0.109375,0.129166666666667,0.6875,0.6875
corina_corina.editor.EditorTabSetFactory,SF110-cc5,0,5,31,0,7,2.5,2.16938405797101,0,0,1,1,1,1,1,1
Collections_org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,Collections,2,1.2,76,0,1,1.25,0.525,0.4,0,0.342857142857143,0.342857142857143,0.057142857142857,0.057142857142857,0.380952380952381,0
nutzenportfolio_ch.bfh.egov.nutzenportfolio.common.AuswertungGrafik,SF110-cc3,3,3,130,0,2,3.66666666666667,2.32800127713921,2.5,0,0.333333333333333,0.333333333333333,0.071428571428572,0,0.333333333333333,0.333333333333333
Collections_org.apache.commons.collections4.functors.TruePredicate,Collections,1,1,16,0,0,1,0.5,0,0,0.333333333333333,0.333333333333333,0.2,0.2,0.333333333333333,0.333333333333333
